"Activity" "Subject" "Variable" "Average"
"LAYING" 10 "frequencyBodyAccelerometerMagnitude-mean" -0.948874578787879
"LAYING" 10 "frequencyBodyAccelerometerMagnitude-std" -0.941947884337374
"LAYING" 10 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.96956652479798
"LAYING" 10 "frequencyBodyAccelerometerJerkMagnitude-std" -0.968786478989899
"LAYING" 10 "frequencyBodyGyroscopeMagnitude-mean" -0.951135497222222
"LAYING" 10 "frequencyBodyGyroscopeMagnitude-std" -0.939458353353535
"LAYING" 10 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.974776405555556
"LAYING" 10 "frequencyBodyGyroscopeJerkMagnitude-std" -0.973021561767677
"LAYING" 12 "timeBodyAccelerometer-mean-X" 0.271510293753125
"LAYING" 12 "timeBodyAccelerometer-mean-Y" -0.018810783798125
"LAYING" 12 "timeBodyAccelerometer-mean-Z" -0.110523772034375
"LAYING" 12 "timeBodyAccelerometer-std-X" -0.9710466573125
"LAYING" 12 "timeBodyAccelerometer-std-Y" -0.96656311034375
"LAYING" 12 "timeBodyAccelerometer-std-Z" -0.966794521859375
"LAYING" 12 "timeGravityAccelerometer-mean-X" -0.4090487017625
"LAYING" 12 "timeGravityAccelerometer-mean-Y" 0.66000735621875
"LAYING" 12 "timeGravityAccelerometer-mean-Z" 0.584721768125
"LAYING" 12 "timeGravityAccelerometer-std-X" -0.96101933590625
"LAYING" 12 "timeGravityAccelerometer-std-Y" -0.98309259615625
"LAYING" 12 "timeGravityAccelerometer-std-Z" -0.97101556650625
"LAYING" 12 "timeBodyAccelerometerJerk-mean-X" 0.0790921425778125
"LAYING" 12 "timeBodyAccelerometerJerk-mean-Y" 0.0125276085177812
"LAYING" 12 "timeBodyAccelerometerJerk-mean-Z" -0.000639328335473438
"LAYING" 12 "timeBodyAccelerometerJerk-std-X" -0.98520427871875
"LAYING" 12 "timeBodyAccelerometerJerk-std-Y" -0.9790955095625
"LAYING" 12 "timeBodyAccelerometerJerk-std-Z" -0.98413214096875
"LAYING" 12 "timeBodyGyroscope-mean-X" -0.0229624658160625
"LAYING" 12 "timeBodyGyroscope-mean-Y" -0.0889783414066875
"LAYING" 12 "timeBodyGyroscope-mean-Z" 0.111824862984375
"LAYING" 12 "timeBodyGyroscope-std-X" -0.9754979055625
"LAYING" 12 "timeBodyGyroscope-std-Y" -0.97183603496875
"LAYING" 12 "timeBodyGyroscope-std-Z" -0.97438835196875
"LAYING" 12 "timeBodyGyroscopeJerk-mean-X" -0.1013132800125
"LAYING" 12 "timeBodyGyroscopeJerk-mean-Y" -0.0385777346872187
"LAYING" 12 "timeBodyGyroscopeJerk-mean-Z" -0.061161847553125
"LAYING" 12 "timeBodyGyroscopeJerk-std-X" -0.97975380271875
"LAYING" 12 "timeBodyGyroscopeJerk-std-Y" -0.98635303584375
"LAYING" 12 "timeBodyGyroscopeJerk-std-Z" -0.988880858375
"LAYING" 12 "timeBodyAccelerometerMagnitude-mean" -0.96692536359375
"LAYING" 12 "timeBodyAccelerometerMagnitude-std" -0.956982639815625
"LAYING" 12 "timeGravityAccelerometerMagnitude-mean" -0.96692536359375
"LAYING" 12 "timeGravityAccelerometerMagnitude-std" -0.956982639815625
"LAYING" 12 "timeBodyAccelerometerJerkMagnitude-mean" -0.984671662875
"LAYING" 12 "timeBodyAccelerometerJerkMagnitude-std" -0.9817352400625
"LAYING" 12 "timeBodyGyroscopeMagnitude-mean" -0.95674733634375
"LAYING" 12 "timeBodyGyroscopeMagnitude-std" -0.95587338940625
"LAYING" 12 "timeBodyGyroscopeJerkMagnitude-mean" -0.987144277875
"LAYING" 12 "timeBodyGyroscopeJerkMagnitude-std" -0.98248997875
"LAYING" 12 "frequencyBodyAccelerometer-mean-X" -0.97598660440625
"LAYING" 12 "frequencyBodyAccelerometer-mean-Y" -0.97110098109375
"LAYING" 12 "frequencyBodyAccelerometer-mean-Z" -0.97302675325
"LAYING" 12 "frequencyBodyAccelerometer-std-X" -0.969430872125
"LAYING" 12 "frequencyBodyAccelerometer-std-Y" -0.966054498278125
"LAYING" 12 "frequencyBodyAccelerometer-std-Z" -0.965614325978125
"LAYING" 12 "frequencyBodyAccelerometerJerk-mean-X" -0.9851539574375
"LAYING" 12 "frequencyBodyAccelerometerJerk-mean-Y" -0.97914656946875
"LAYING" 12 "frequencyBodyAccelerometerJerk-mean-Z" -0.98159730628125
"LAYING" 12 "frequencyBodyAccelerometerJerk-std-X" -0.9866636596875
"LAYING" 12 "frequencyBodyAccelerometerJerk-std-Y" -0.9806266835
"LAYING" 12 "frequencyBodyAccelerometerJerk-std-Z" -0.98529275921875
"LAYING" 12 "frequencyBodyGyroscope-mean-X" -0.97068004740625
"LAYING" 12 "frequencyBodyGyroscope-mean-Y" -0.97612674378125
"LAYING" 12 "frequencyBodyGyroscope-mean-Z" -0.974008178
"LAYING" 12 "frequencyBodyGyroscope-std-X" -0.97720640196875
"LAYING" 12 "frequencyBodyGyroscope-std-Y" -0.96999423109375
"LAYING" 12 "frequencyBodyGyroscope-std-Z" -0.97689052021875
"LAYING" 12 "frequencyBodyAccelerometerMagnitude-mean" -0.966214270915625
"LAYING" 12 "frequencyBodyAccelerometerMagnitude-std" -0.958551977615625
"LAYING" 12 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.9815118459375
"LAYING" 12 "frequencyBodyAccelerometerJerkMagnitude-std" -0.98091827203125
"LAYING" 12 "frequencyBodyGyroscopeMagnitude-mean" -0.96529670465625
"LAYING" 12 "frequencyBodyGyroscopeMagnitude-std" -0.9574509005625
"LAYING" 12 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.9832634246875
"LAYING" 12 "frequencyBodyGyroscopeJerkMagnitude-std" -0.98252641271875
"LAYING" 13 "timeBodyAccelerometer-mean-X" 0.276363212889297
"LAYING" 13 "timeBodyAccelerometer-mean-Y" -0.00609844393284404
"LAYING" 13 "timeBodyAccelerometer-mean-Z" -0.112597962529052
"LAYING" 13 "timeBodyAccelerometer-std-X" -0.95529665617737
"LAYING" 13 "timeBodyAccelerometer-std-Y" -0.922264451929664
"LAYING" 13 "timeBodyAccelerometer-std-Z" -0.928065012211009
"LAYING" 13 "timeGravityAccelerometer-mean-X" -0.394885000801223
"LAYING" 13 "timeGravityAccelerometer-mean-Y" 0.527482561336391
"LAYING" 13 "timeGravityAccelerometer-mean-Z" 0.494326585798165
"LAYING" 13 "timeGravityAccelerometer-std-X" -0.929608118593272
"LAYING" 13 "timeGravityAccelerometer-std-Y" -0.934423839266055
"LAYING" 13 "timeGravityAccelerometer-std-Z" -0.920682717825688
"LAYING" 13 "timeBodyAccelerometerJerk-mean-X" 0.0848887675590214
"LAYING" 13 "timeBodyAccelerometerJerk-mean-Y" 0.0126748424404281
"LAYING" 13 "timeBodyAccelerometerJerk-mean-Z" -0.0106339730459052
"LAYING" 13 "timeBodyAccelerometerJerk-std-X" -0.98006499706422
"LAYING" 13 "timeBodyAccelerometerJerk-std-Y" -0.970004650428135
"LAYING" 13 "timeBodyAccelerometerJerk-std-Z" -0.978690514984709
"LAYING" 13 "timeBodyGyroscope-mean-X" -0.0137985037806728
"LAYING" 13 "timeBodyGyroscope-mean-Y" -0.0912266560623853
"LAYING" 13 "timeBodyGyroscope-mean-Z" 0.130093539223242
"LAYING" 13 "timeBodyGyroscope-std-X" -0.962436040214067
"LAYING" 13 "timeBodyGyroscope-std-Y" -0.961608541987768
"LAYING" 13 "timeBodyGyroscope-std-Z" -0.957379624495413
"LAYING" 13 "timeBodyGyroscopeJerk-mean-X" -0.10449965855841
"LAYING" 13 "timeBodyGyroscopeJerk-mean-Y" -0.0375742220196911
"LAYING" 13 "timeBodyGyroscopeJerk-mean-Z" -0.0632174605932722
"LAYING" 13 "timeBodyGyroscopeJerk-std-X" -0.973621264464832
"LAYING" 13 "timeBodyGyroscopeJerk-std-Y" -0.980581438899083
"LAYING" 13 "timeBodyGyroscopeJerk-std-Z" -0.98286703
"LAYING" 13 "timeBodyAccelerometerMagnitude-mean" -0.904193956504587
"LAYING" 13 "timeBodyAccelerometerMagnitude-std" -0.905553559238532
"LAYING" 13 "timeGravityAccelerometerMagnitude-mean" -0.904193956504587
"LAYING" 13 "timeGravityAccelerometerMagnitude-std" -0.905553559238532
"LAYING" 13 "timeBodyAccelerometerJerkMagnitude-mean" -0.978190629877676
"LAYING" 13 "timeBodyAccelerometerJerkMagnitude-std" -0.973506677767584
"LAYING" 13 "timeBodyGyroscopeMagnitude-mean" -0.921969839357798
"LAYING" 13 "timeBodyGyroscopeMagnitude-std" -0.933510580764526
"LAYING" 13 "timeBodyGyroscopeJerkMagnitude-mean" -0.98166111235474
"LAYING" 13 "timeBodyGyroscopeJerkMagnitude-std" -0.975895849541284
"LAYING" 13 "frequencyBodyAccelerometer-mean-X" -0.962212820366973
"LAYING" 13 "frequencyBodyAccelerometer-mean-Y" -0.938902482501529
"LAYING" 13 "frequencyBodyAccelerometer-mean-Z" -0.9457120282263
"LAYING" 13 "frequencyBodyAccelerometer-std-X" -0.953040970394495
"LAYING" 13 "frequencyBodyAccelerometer-std-Y" -0.91937364869419
"LAYING" 13 "frequencyBodyAccelerometer-std-Z" -0.92460550066055
"LAYING" 13 "frequencyBodyAccelerometerJerk-mean-X" -0.979871151957187
"LAYING" 13 "frequencyBodyAccelerometerJerk-mean-Y" -0.970548951070336
"LAYING" 13 "frequencyBodyAccelerometerJerk-mean-Z" -0.97579699911315
"LAYING" 13 "frequencyBodyAccelerometerJerk-std-X" -0.982180590214067
"LAYING" 13 "frequencyBodyAccelerometerJerk-std-Y" -0.971628255045872
"LAYING" 13 "frequencyBodyAccelerometerJerk-std-Z" -0.980242566697248
"LAYING" 13 "frequencyBodyGyroscope-mean-X" -0.956894314311927
"LAYING" 13 "frequencyBodyGyroscope-mean-Y" -0.96615273440367
"LAYING" 13 "frequencyBodyGyroscope-mean-Z" -0.958625660764526
"LAYING" 13 "frequencyBodyGyroscope-std-X" -0.964512121651376
"LAYING" 13 "frequencyBodyGyroscope-std-Y" -0.959666606422018
"LAYING" 13 "frequencyBodyGyroscope-std-Z" -0.960979283394495
"LAYING" 13 "frequencyBodyAccelerometerMagnitude-mean" -0.929552553651376
"LAYING" 13 "frequencyBodyAccelerometerMagnitude-std" -0.908951761314985
"LAYING" 13 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.973460068379205
"LAYING" 13 "frequencyBodyAccelerometerJerkMagnitude-std" -0.972645167400612
"LAYING" 13 "frequencyBodyGyroscopeMagnitude-mean" -0.950568614495413
"LAYING" 13 "frequencyBodyGyroscopeMagnitude-std" -0.934744260733945
"LAYING" 13 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.977208174740061
"LAYING" 13 "frequencyBodyGyroscopeJerkMagnitude-std" -0.975763827094801
"LAYING" 18 "timeBodyAccelerometer-mean-X" 0.261080388755769
"LAYING" 18 "timeBodyAccelerometer-mean-Y" -0.020081120003956
"LAYING" 18 "timeBodyAccelerometer-mean-Z" -0.0987160493546703
"LAYING" 18 "timeBodyAccelerometer-std-X" -0.950882097675824
"LAYING" 18 "timeBodyAccelerometer-std-Y" -0.932239865167582
"LAYING" 18 "timeBodyAccelerometer-std-Z" -0.928823656072527
"LAYING" 18 "timeGravityAccelerometer-mean-X" -0.362506963142857
"LAYING" 18 "timeGravityAccelerometer-mean-Y" 0.553314268881868
"LAYING" 18 "timeGravityAccelerometer-mean-Z" 0.587262905398901
"LAYING" 18 "timeGravityAccelerometer-std-X" -0.930839736373626
"LAYING" 18 "timeGravityAccelerometer-std-Y" -0.960961396175824
"LAYING" 18 "timeGravityAccelerometer-std-Z" -0.93651524103022
"LAYING" 18 "timeBodyAccelerometerJerk-mean-X" 0.0814063681164835
"LAYING" 18 "timeBodyAccelerometerJerk-mean-Y" 0.00934514112208791
"LAYING" 18 "timeBodyAccelerometerJerk-mean-Z" -0.00138422303173077
"LAYING" 18 "timeBodyAccelerometerJerk-std-X" -0.976872716703297
"LAYING" 18 "timeBodyAccelerometerJerk-std-Y" -0.967266041346154
"LAYING" 18 "timeBodyAccelerometerJerk-std-Z" -0.974987466538462
"LAYING" 18 "timeBodyGyroscope-mean-X" -0.0181667391135286
"LAYING" 18 "timeBodyGyroscope-mean-Y" -0.10711088233956
"LAYING" 18 "timeBodyGyroscope-mean-Z" 0.123989764239011
"LAYING" 18 "timeBodyGyroscope-std-X" -0.95655228503022
"LAYING" 18 "timeBodyGyroscope-std-Y" -0.953925571401099
"LAYING" 18 "timeBodyGyroscope-std-Z" -0.959372230906593
"LAYING" 18 "timeBodyGyroscopeJerk-mean-X" -0.100870758185714
"LAYING" 18 "timeBodyGyroscopeJerk-mean-Y" -0.0369696392854396
"LAYING" 18 "timeBodyGyroscopeJerk-mean-Z" -0.0629517873258242
"LAYING" 18 "timeBodyGyroscopeJerk-std-X" -0.970240252912088
"LAYING" 18 "timeBodyGyroscopeJerk-std-Y" -0.975899094285714
"LAYING" 18 "timeBodyGyroscopeJerk-std-Z" -0.983585704725275
"LAYING" 18 "timeBodyAccelerometerMagnitude-mean" -0.927308188964286
"LAYING" 18 "timeBodyAccelerometerMagnitude-std" -0.911415992857143
"LAYING" 18 "timeGravityAccelerometerMagnitude-mean" -0.927308188964286
"LAYING" 18 "timeGravityAccelerometerMagnitude-std" -0.911415992857143
"LAYING" 18 "timeBodyAccelerometerJerkMagnitude-mean" -0.975538830082418
"LAYING" 18 "timeBodyAccelerometerJerkMagnitude-std" -0.968417660027473
"LAYING" 18 "timeBodyGyroscopeMagnitude-mean" -0.926050819368132
"LAYING" 18 "timeBodyGyroscopeMagnitude-std" -0.920984257142857
"LAYING" 18 "timeBodyGyroscopeJerkMagnitude-mean" -0.979101092802198
"LAYING" 18 "timeBodyGyroscopeJerkMagnitude-std" -0.970649706126374
"LAYING" 18 "frequencyBodyAccelerometer-mean-X" -0.96003139967033
"LAYING" 18 "frequencyBodyAccelerometer-mean-Y" -0.94332296475
"LAYING" 18 "frequencyBodyAccelerometer-mean-Z" -0.947950205521978
"LAYING" 18 "frequencyBodyAccelerometer-std-X" -0.947979350038462
"LAYING" 18 "frequencyBodyAccelerometer-std-Y" -0.930905513337912
"LAYING" 18 "frequencyBodyAccelerometer-std-Z" -0.924601870604121
"LAYING" 18 "frequencyBodyAccelerometerJerk-mean-X" -0.976672703736264
"LAYING" 18 "frequencyBodyAccelerometerJerk-mean-Y" -0.967280333186813
"LAYING" 18 "frequencyBodyAccelerometerJerk-mean-Z" -0.971736016346154
"LAYING" 18 "frequencyBodyAccelerometerJerk-std-X" -0.979293869203297
"LAYING" 18 "frequencyBodyAccelerometerJerk-std-Y" -0.969744659368132
"LAYING" 18 "frequencyBodyAccelerometerJerk-std-Z" -0.976871028873626
"LAYING" 18 "frequencyBodyGyroscope-mean-X" -0.950307735770055
"LAYING" 18 "frequencyBodyGyroscope-mean-Y" -0.959925016098901
"LAYING" 18 "frequencyBodyGyroscope-mean-Z" -0.960496160302198
"LAYING" 18 "frequencyBodyGyroscope-std-X" -0.958942254093407
"LAYING" 18 "frequencyBodyGyroscope-std-Y" -0.95148131543956
"LAYING" 18 "frequencyBodyGyroscope-std-Z" -0.962785154752747
"LAYING" 18 "frequencyBodyAccelerometerMagnitude-mean" -0.935037606802198
"LAYING" 18 "frequencyBodyAccelerometerMagnitude-std" -0.91405039298544
"LAYING" 18 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.968899423901099
"LAYING" 18 "frequencyBodyAccelerometerJerkMagnitude-std" -0.966959524587912
"LAYING" 18 "frequencyBodyGyroscopeMagnitude-mean" -0.939857008269231
"LAYING" 18 "frequencyBodyGyroscopeMagnitude-std" -0.923173190027473
"LAYING" 18 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.972326800631868
"LAYING" 18 "frequencyBodyGyroscopeJerkMagnitude-std" -0.970477873214286
"LAYING" 20 "timeBodyAccelerometer-mean-X" 0.263319953649717
"LAYING" 20 "timeBodyAccelerometer-mean-Y" -0.0301321764315819
"LAYING" 20 "timeBodyAccelerometer-mean-Z" -0.103353049477401
"LAYING" 20 "timeBodyAccelerometer-std-X" -0.958546024067797
"LAYING" 20 "timeBodyAccelerometer-std-Y" -0.935497688700565
"LAYING" 20 "timeBodyAccelerometer-std-Z" -0.947809330531073
"LAYING" 20 "timeGravityAccelerometer-mean-X" -0.362693060615819
"LAYING" 20 "timeGravityAccelerometer-mean-Y" 0.610381051488701
"LAYING" 20 "timeGravityAccelerometer-mean-Z" 0.590350863675141
"LAYING" 20 "timeGravityAccelerometer-std-X" -0.938738477644068
"LAYING" 20 "timeGravityAccelerometer-std-Y" -0.952658899870056
"LAYING" 20 "timeGravityAccelerometer-std-Z" -0.955006433353107
"LAYING" 20 "timeBodyAccelerometerJerk-mean-X" 0.0830211893039548
"LAYING" 20 "timeBodyAccelerometerJerk-mean-Y" 0.0148605615479944
"LAYING" 20 "timeBodyAccelerometerJerk-mean-Z" -0.0109465061859774
"LAYING" 20 "timeBodyAccelerometerJerk-std-X" -0.980244042570621
"LAYING" 20 "timeBodyAccelerometerJerk-std-Y" -0.97075836079096
"LAYING" 20 "timeBodyAccelerometerJerk-std-Z" -0.979445222146893
"LAYING" 20 "timeBodyGyroscope-mean-X" -0.0144316801589096
"LAYING" 20 "timeBodyGyroscope-mean-Y" -0.0871530243946328
"LAYING" 20 "timeBodyGyroscope-mean-Z" 0.133511444514407
"LAYING" 20 "timeBodyGyroscope-std-X" -0.969118486525424
"LAYING" 20 "timeBodyGyroscope-std-Y" -0.962524783050847
"LAYING" 20 "timeBodyGyroscope-std-Z" -0.960654637259887
"LAYING" 20 "timeBodyGyroscopeJerk-mean-X" -0.100214401903955
"LAYING" 20 "timeBodyGyroscopeJerk-mean-Y" -0.03962481105
"LAYING" 20 "timeBodyGyroscopeJerk-mean-Z" -0.0665449244036723
"LAYING" 20 "timeBodyGyroscopeJerk-std-X" -0.978126594548023
"LAYING" 20 "timeBodyGyroscopeJerk-std-Y" -0.979154649915254
"LAYING" 20 "timeBodyGyroscopeJerk-std-Z" -0.986260825028249
"LAYING" 20 "timeBodyAccelerometerMagnitude-mean" -0.936117390220339
"LAYING" 20 "timeBodyAccelerometerMagnitude-std" -0.929051103209039
"LAYING" 20 "timeGravityAccelerometerMagnitude-mean" -0.936117390220339
"LAYING" 20 "timeGravityAccelerometerMagnitude-std" -0.929051103209039
"LAYING" 20 "timeBodyAccelerometerJerkMagnitude-mean" -0.978892215677966
"LAYING" 20 "timeBodyAccelerometerJerkMagnitude-std" -0.974281451327684
"LAYING" 20 "timeBodyGyroscopeMagnitude-mean" -0.937372458163842
"LAYING" 20 "timeBodyGyroscopeMagnitude-std" -0.941705930169492
"LAYING" 20 "timeBodyGyroscopeJerkMagnitude-mean" -0.98258097319209
"LAYING" 20 "timeBodyGyroscopeJerkMagnitude-std" -0.976996738841808
"LAYING" 20 "frequencyBodyAccelerometer-mean-X" -0.964776415875706
"LAYING" 20 "frequencyBodyAccelerometer-mean-Y" -0.948832255892655
"LAYING" 20 "frequencyBodyAccelerometer-mean-Z" -0.960311133898305
"LAYING" 20 "frequencyBodyAccelerometer-std-X" -0.956518124491525
"LAYING" 20 "frequencyBodyAccelerometer-std-Y" -0.933403252022599
"LAYING" 20 "frequencyBodyAccelerometer-std-Z" -0.945135591033898
"LAYING" 20 "frequencyBodyAccelerometerJerk-mean-X" -0.980027704435028
"LAYING" 20 "frequencyBodyAccelerometerJerk-mean-Y" -0.970961061920904
"LAYING" 20 "frequencyBodyAccelerometerJerk-mean-Z" -0.976711974293785
"LAYING" 20 "frequencyBodyAccelerometerJerk-std-X" -0.982357944124294
"LAYING" 20 "frequencyBodyAccelerometerJerk-std-Y" -0.972725939774011
"LAYING" 20 "frequencyBodyAccelerometerJerk-std-Z" -0.980780354915254
"LAYING" 20 "frequencyBodyGyroscope-mean-X" -0.965902370141243
"LAYING" 20 "frequencyBodyGyroscope-mean-Y" -0.967094349152542
"LAYING" 20 "frequencyBodyGyroscope-mean-Z" -0.963629525310734
"LAYING" 20 "frequencyBodyGyroscope-std-X" -0.970474648728814
"LAYING" 20 "frequencyBodyGyroscope-std-Y" -0.960593217033898
"LAYING" 20 "frequencyBodyGyroscope-std-Z" -0.963522676016949
"LAYING" 20 "frequencyBodyAccelerometerMagnitude-mean" -0.945418829638418
"LAYING" 20 "frequencyBodyAccelerometerMagnitude-std" -0.931781082949153
"LAYING" 20 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.974147827570621
"LAYING" 20 "frequencyBodyAccelerometerJerkMagnitude-std" -0.973448380367232
"LAYING" 20 "frequencyBodyGyroscopeMagnitude-mean" -0.956948281073446
"LAYING" 20 "frequencyBodyGyroscopeMagnitude-std" -0.942629938333333
"LAYING" 20 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.978123993813559
"LAYING" 20 "frequencyBodyGyroscopeJerkMagnitude-std" -0.976903371186441
"LAYING" 24 "timeBodyAccelerometer-mean-X" 0.270087023897638
"LAYING" 24 "timeBodyAccelerometer-mean-Y" -0.0162871118806299
"LAYING" 24 "timeBodyAccelerometer-mean-Z" -0.109826555439895
"LAYING" 24 "timeBodyAccelerometer-std-X" -0.969522769107612
"LAYING" 24 "timeBodyAccelerometer-std-Y" -0.9564469132021
"LAYING" 24 "timeBodyAccelerometer-std-Z" -0.965889559475066
"LAYING" 24 "timeGravityAccelerometer-mean-X" -0.366487482879265
"LAYING" 24 "timeGravityAccelerometer-mean-Y" 0.719688310131234
"LAYING" 24 "timeGravityAccelerometer-mean-Z" 0.496171619254593
"LAYING" 24 "timeGravityAccelerometer-std-X" -0.956222647349081
"LAYING" 24 "timeGravityAccelerometer-std-Y" -0.977249792693176
"LAYING" 24 "timeGravityAccelerometer-std-Z" -0.972736297821522
"LAYING" 24 "timeBodyAccelerometerJerk-mean-X" 0.0812699370073491
"LAYING" 24 "timeBodyAccelerometerJerk-mean-Y" 0.00642473073882677
"LAYING" 24 "timeBodyAccelerometerJerk-mean-Z" -0.00237116039506037
"LAYING" 24 "timeBodyAccelerometerJerk-std-X" -0.981299908818898
"LAYING" 24 "timeBodyAccelerometerJerk-std-Y" -0.972181146036745
"LAYING" 24 "timeBodyAccelerometerJerk-std-Z" -0.9821930667979
"LAYING" 24 "timeBodyGyroscope-mean-X" -0.0175339945118845
"LAYING" 24 "timeBodyGyroscope-mean-Y" -0.0857610189501312
"LAYING" 24 "timeBodyGyroscope-mean-Z" 0.121863514748031
"LAYING" 24 "timeBodyGyroscope-std-X" -0.97538853152231
"LAYING" 24 "timeBodyGyroscope-std-Y" -0.968943031574803
"LAYING" 24 "timeBodyGyroscope-std-Z" -0.968208652624672
"LAYING" 24 "timeBodyGyroscopeJerk-mean-X" -0.102362168952756
"LAYING" 24 "timeBodyGyroscopeJerk-mean-Y" -0.039217591496273
"LAYING" 24 "timeBodyGyroscopeJerk-mean-Z" -0.0629946852440945
"LAYING" 24 "timeBodyGyroscopeJerk-std-X" -0.981653623674541
"LAYING" 24 "timeBodyGyroscopeJerk-std-Y" -0.982332144330709
"LAYING" 24 "timeBodyGyroscopeJerk-std-Z" -0.984893803963255
"LAYING" 24 "timeBodyAccelerometerMagnitude-mean" -0.963721156614173
"LAYING" 24 "timeBodyAccelerometerMagnitude-std" -0.9537289497979
